OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
25290,OCEAN,8,,,,3,304.5,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
25291,CENTC,2,,,,2,136.25,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
25292,MAISD,6,,,,2,102.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
25293,LAUGB,5,,,,2,292.5,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
25294,FOLKO,9,,,,3,365.0,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
25295,THEBI,3,,,,2,384.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25296,RICAR,8,,,,1,235.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
25297,PICCO,4,,,,3,225.0,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
25298,ISLAT,6,,,,3,460.75,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
25299,FOLIG,5,,,,3,67.25,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
25300,BLAUS,5,,,,3,282.0,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25301,GREAL,2,,,,1,314.75,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
25302,LEHMS,7,,,,2,411.5,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
25303,BLONP,1,,,,2,63.5,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
25304,FOLIG,6,,,,3,335.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25305,SANTG,8,,,,2,277.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
25306,CACTU,3,,,,1,99.0,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
25307,LAMAI,6,,,,3,26.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
25308,WOLZA,3,,,,3,477.25,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
25309,FRANR,7,,,,3,355.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
25310,GALED,6,,,,1,97.0,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
25311,ALFKI,6,,,,1,267.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25312,SPECD,5,,,,3,410.75,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
25313,HANAR,6,,,,2,311.25,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
25314,WELLI,4,,,,1,62.75,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
25315,LAUGB,3,,,,1,54.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
25316,PERIC,6,,,,1,244.5,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
25317,ANATR,7,,,,1,356.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25318,GROSR,3,,,,2,41.25,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
25319,LINOD,2,,,,1,69.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
25320,FRANK,3,,,,1,296.25,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25321,REGGC,7,,,,2,224.0,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
25322,OCEAN,1,,,,1,483.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25323,MAGAA,6,,,,3,120.0,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
25324,FURIB,1,,,,2,512.0,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
25325,QUICK,3,,,,2,356.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25326,HILAA,3,,,,3,202.0,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25327,DRACD,1,,,,3,103.0,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
25328,TOMSP,7,,,,3,521.0,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
25329,ERNSH,7,,,,1,417.75,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
25330,LETSS,2,,,,3,108.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25331,ALFKI,2,,,,1,340.5,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
25332,WELLI,1,,,,3,148.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
25333,TRADH,6,,,,3,253.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
25334,LACOR,6,,,,1,214.75,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
25335,PRINI,5,,,,2,26.25,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
25336,QUICK,2,,,,2,94.25,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
25337,LEHMS,8,,,,3,394.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
25338,FAMIA,5,,,,2,39.0,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25339,SIMOB,5,,,,3,154.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
25340,SANTG,3,,,,3,212.5,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25341,WELLI,7,,,,1,266.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
25342,LILAS,6,,,,1,250.75,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
25343,FOLIG,4,,,,3,330.25,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
25344,MAGAA,1,,,,1,135.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
25345,SPLIR,9,,,,2,182.0,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
25346,GALED,7,,,,1,299.25,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
25347,DUMON,5,,,,2,177.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
25348,LILAS,7,,,,2,64.0,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
25349,SANTG,3,,,,2,467.75,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
25350,SAVEA,9,,,,1,439.75,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25351,OLDWO,5,,,,1,307.25,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
25352,MAGAA,4,,,,3,106.25,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
25353,HUNGC,5,,,,3,452.75,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
25354,TRADH,4,,,,1,166.0,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
25355,FRANR,6,,,,3,300.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
25356,RANCH,8,,,,3,35.25,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25357,NORTS,1,,,,1,418.5,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
25358,BOLID,3,,,,2,394.5,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
25359,THECR,9,,,,2,213.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
25360,WOLZA,3,,,,1,412.25,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
25361,BONAP,1,,,,2,431.75,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25362,QUEEN,5,,,,3,92.0,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
25363,HUNGC,6,,,,1,457.75,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
25364,BSBEV,2,,,,1,144.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25365,LEHMS,9,,,,1,344.0,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25366,PICCO,9,,,,2,465.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
25367,WANDK,1,,,,1,250.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
25368,BOLID,6,,,,1,286.25,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
25369,OCEAN,3,,,,3,112.25,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
25370,ANATR,6,,,,2,221.25,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
25371,THEBI,3,,,,3,207.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
25372,EASTC,3,,,,2,238.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
25373,BOLID,3,,,,3,156.25,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
25374,LAZYK,9,,,,3,443.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
25375,ROMEY,7,,,,2,271.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
25376,HUNGO,9,,,,2,124.0,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
25377,ANATR,7,,,,1,411.0,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
25378,LINOD,2,,,,2,121.5,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
25379,FRANR,7,,,,1,298.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
25380,SAVEA,7,,,,3,314.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
25381,FRANS,9,,,,3,261.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
25382,SEVES,1,,,,3,438.75,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
25383,LINOD,3,,,,3,255.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
25384,VAFFE,7,,,,3,46.0,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
25385,VAFFE,6,,,,1,292.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
25386,FAMIA,7,,,,2,96.0,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25387,GROSR,4,,,,3,189.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
25388,SAVEA,8,,,,3,383.5,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
25389,LACOR,1,,,,1,300.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
25390,TRAIH,7,,,,3,191.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25391,WARTH,3,,,,2,369.75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
25392,PERIC,2,,,,3,362.5,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25393,MAISD,3,,,,2,276.25,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
25394,SUPRD,3,,,,3,12.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
25395,FRANR,4,,,,3,136.5,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
25396,GROSR,4,,,,2,299.5,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
25397,TOMSP,3,,,,1,193.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
25398,CENTC,3,,,,1,541.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
25399,CHOPS,5,,,,2,167.0,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
25400,TORTU,5,,,,1,101.25,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
25401,GALED,6,,,,2,420.25,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
25402,VALON,4,,,,3,387.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
25403,EASTC,5,,,,1,454.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
25404,FURIB,9,,,,3,496.25,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
25405,LILAS,2,,,,1,446.75,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
25406,SEVES,6,,,,3,213.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
25407,MAGAA,5,,,,2,26.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
25408,LAZYK,1,,,,3,384.25,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
25409,RATTC,3,,,,1,297.0,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25410,NORTS,4,,,,2,68.25,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
25411,HILAA,7,,,,3,278.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
25412,DRACD,5,,,,2,526.0,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
25413,FAMIA,3,,,,1,236.25,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
25414,VICTE,5,,,,1,22.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
25415,LAZYK,3,,,,2,474.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25416,RATTC,7,,,,1,248.0,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25417,LONEP,7,,,,1,39.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
25418,GREAL,5,,,,3,463.5,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
25419,SEVES,8,,,,1,477.5,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
25420,LACOR,4,,,,1,369.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
25421,MAGAA,2,,,,1,353.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
25422,RICAR,7,,,,3,493.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25423,QUEDE,8,,,,1,12.75,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
25424,BLONP,9,,,,3,331.5,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
25425,EASTC,5,,,,3,124.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
25426,SEVES,8,,,,2,567.25,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
25427,HUNGO,1,,,,1,54.25,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
25428,LETSS,6,,,,2,570.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
25429,LAUGB,1,,,,3,120.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
25430,LAZYK,3,,,,3,74.0,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
25431,VALON,4,,,,1,317.75,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
25432,FAMIA,5,,,,1,121.25,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
25433,VICTE,1,,,,1,228.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
25434,GROSR,6,,,,2,250.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
25435,LETSS,7,,,,1,115.0,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
25436,ROMEY,7,,,,3,288.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
25437,TRADH,2,,,,2,461.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
25438,REGGC,1,,,,1,77.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25439,QUEDE,5,,,,2,395.0,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
25440,LAUGB,6,,,,2,530.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
25441,WANDK,8,,,,3,136.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
25442,TRAIH,8,,,,1,382.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
25443,FAMIA,9,,,,1,341.25,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
25444,PARIS,2,,,,1,350.75,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
25445,BLONP,9,,,,3,14.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
25446,LEHMS,5,,,,2,255.0,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25447,MAISD,3,,,,3,526.0,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
25448,LETSS,2,,,,3,93.0,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25449,MORGK,4,,,,3,201.0,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
25450,VICTE,8,,,,2,300.75,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25451,ISLAT,1,,,,2,330.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
25452,BOTTM,8,,,,1,418.25,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
25453,FURIB,9,,,,3,78.75,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
25454,LETSS,7,,,,1,266.25,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
25455,RICAR,4,,,,1,453.75,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
25456,FRANS,9,,,,3,497.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
25457,PARIS,1,,,,3,108.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
25458,QUICK,7,,,,2,454.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
25459,SPLIR,6,,,,2,30.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
25460,OLDWO,5,,,,1,33.5,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
25461,HILAA,5,,,,2,366.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
25462,BOLID,9,,,,2,400.75,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
25463,GROSR,9,,,,1,116.0,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
25464,MAISD,6,,,,2,384.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
25465,ISLAT,3,,,,1,477.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25466,RICSU,2,,,,3,225.5,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
25467,ALFKI,9,,,,2,240.5,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
25468,CHOPS,1,,,,2,83.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
25469,BOTTM,2,,,,3,175.25,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
25470,SPLIR,6,,,,2,63.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
25471,BSBEV,3,,,,1,215.75,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
25472,TORTU,6,,,,1,107.75,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
25473,VAFFE,5,,,,3,234.25,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
25474,RICAR,2,,,,1,74.75,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
25475,PERIC,7,,,,1,147.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
25476,ERNSH,8,,,,3,322.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
25477,LAZYK,9,,,,2,117.25,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
25478,SPLIR,7,,,,1,479.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
25479,SUPRD,4,,,,3,284.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
25480,OCEAN,8,,,,3,433.25,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
25481,PRINI,1,,,,2,482.0,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
25482,THECR,4,,,,2,182.0,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
25483,FISSA,2,,,,1,461.75,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
25484,VICTE,1,,,,1,290.25,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
25485,HILAA,5,,,,3,443.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
25486,MAISD,1,,,,2,66.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
25487,LAUGB,2,,,,3,172.0,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
25488,VINET,3,,,,2,62.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25489,SUPRD,3,,,,2,36.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
25490,RANCH,5,,,,2,185.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
25491,CENTC,5,,,,3,452.25,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
25492,LILAS,5,,,,2,177.5,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
25493,LINOD,7,,,,1,28.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
25494,QUEDE,7,,,,3,100.25,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
25495,BSBEV,7,,,,1,243.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
25496,FOLIG,3,,,,3,324.25,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
25497,AROUT,3,,,,3,96.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
25498,VALON,7,,,,3,22.0,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
25499,QUEDE,8,,,,1,352.0,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
25500,Val2 ,3,,,,3,248.25,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
25501,THEBI,9,,,,3,278.25,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
25502,BERGS,3,,,,3,466.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
25503,WOLZA,5,,,,3,45.25,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
25504,MORGK,3,,,,3,132.75,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
25505,GREAL,2,,,,2,210.25,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
25506,ERNSH,4,,,,2,188.75,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
25507,RATTC,5,,,,1,82.75,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
25508,GROSR,6,,,,3,315.5,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
25509,RANCH,5,,,,1,24.5,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
25510,MAISD,4,,,,3,93.0,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
25511,SPLIR,4,,,,2,42.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
25512,LEHMS,6,,,,3,369.25,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
25513,SPECD,5,,,,2,199.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
25514,WILMK,8,,,,2,109.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
25515,LAMAI,5,,,,1,292.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
25516,SPLIR,3,,,,1,44.5,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
25517,FRANK,2,,,,3,493.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
